Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Russia,RUS,"Jan 10, 2020",0
Russia,RUS,"Jan 11, 2020",0
Russia,RUS,"Jan 12, 2020",0
Russia,RUS,"Jan 13, 2020",0
Russia,RUS,"Jan 14, 2020",0
Russia,RUS,"Jan 15, 2020",0
Russia,RUS,"Jan 16, 2020",0
Russia,RUS,"Jan 17, 2020",0
Russia,RUS,"Jan 18, 2020",0
Russia,RUS,"Jan 19, 2020",0
Russia,RUS,"Jan 20, 2020",0
Russia,RUS,"Jan 21, 2020",0
Russia,RUS,"Jan 22, 2020",0
Russia,RUS,"Jan 23, 2020",0
Russia,RUS,"Jan 24, 2020",0
Russia,RUS,"Jan 25, 2020",0
Russia,RUS,"Jan 26, 2020",0
Russia,RUS,"Jan 27, 2020",0
Russia,RUS,"Jan 28, 2020",0
Russia,RUS,"Jan 29, 2020",0
Russia,RUS,"Jan 30, 2020",0
Russia,RUS,"Jan 31, 2020",0
Russia,RUS,"Feb 1, 2020",0.014
Russia,RUS,"Feb 2, 2020",0.014
Russia,RUS,"Feb 3, 2020",0.014
Russia,RUS,"Feb 4, 2020",0.014
Russia,RUS,"Feb 5, 2020",0.014
Russia,RUS,"Feb 6, 2020",0.014
Russia,RUS,"Feb 7, 2020",0.014
Russia,RUS,"Feb 8, 2020",0.014
Russia,RUS,"Feb 9, 2020",0.014
Russia,RUS,"Feb 10, 2020",0.014
Russia,RUS,"Feb 11, 2020",0.014
Russia,RUS,"Feb 12, 2020",0.014
Russia,RUS,"Feb 13, 2020",0.014
Russia,RUS,"Feb 14, 2020",0.014
Russia,RUS,"Feb 15, 2020",0.014
Russia,RUS,"Feb 16, 2020",0.014
Russia,RUS,"Feb 17, 2020",0.014
Russia,RUS,"Feb 18, 2020",0.014
Russia,RUS,"Feb 19, 2020",0.014
Russia,RUS,"Feb 20, 2020",0.014
Russia,RUS,"Feb 21, 2020",0.014
Russia,RUS,"Feb 22, 2020",0.014
Russia,RUS,"Feb 23, 2020",0.014
Russia,RUS,"Feb 24, 2020",0.014
Russia,RUS,"Feb 25, 2020",0.014
Russia,RUS,"Feb 26, 2020",0.014
Russia,RUS,"Feb 27, 2020",0.014
Russia,RUS,"Feb 28, 2020",0.014
Russia,RUS,"Feb 29, 2020",0.014
Russia,RUS,"Mar 1, 2020",0.014
Russia,RUS,"Mar 2, 2020",0.014
Russia,RUS,"Mar 3, 2020",0.021
Russia,RUS,"Mar 4, 2020",0.027
Russia,RUS,"Mar 5, 2020",0.027
Russia,RUS,"Mar 6, 2020",0.027
Russia,RUS,"Mar 7, 2020",0.069
Russia,RUS,"Mar 8, 2020",0.069
Russia,RUS,"Mar 9, 2020",0.069
Russia,RUS,"Mar 10, 2020",0.069
Russia,RUS,"Mar 11, 2020",0.069
Russia,RUS,"Mar 12, 2020",0.171
Russia,RUS,"Mar 13, 2020",0.206
Russia,RUS,"Mar 14, 2020",0.308
Russia,RUS,"Mar 15, 2020",0.404
Russia,RUS,"Mar 16, 2020",0.432
Russia,RUS,"Mar 17, 2020",0.637
Russia,RUS,"Mar 18, 2020",0.781
Russia,RUS,"Mar 19, 2020",1.007
Russia,RUS,"Mar 20, 2020",1.364
Russia,RUS,"Mar 21, 2020",1.734
Russia,RUS,"Mar 22, 2020",2.097
Russia,RUS,"Mar 23, 2020",3.001
Russia,RUS,"Mar 24, 2020",3.001
Russia,RUS,"Mar 25, 2020",3.392
Russia,RUS,"Mar 26, 2020",4.509
Russia,RUS,"Mar 27, 2020",5.756
Russia,RUS,"Mar 28, 2020",7.099
Russia,RUS,"Mar 29, 2020",8.661
Russia,RUS,"Mar 30, 2020",10.512
Russia,RUS,"Mar 31, 2020",12.581
Russia,RUS,"Apr 1, 2020",16.014
Russia,RUS,"Apr 2, 2020",19.029
Russia,RUS,"Apr 3, 2020",24.312
Russia,RUS,"Apr 4, 2020",28.431
Russia,RUS,"Apr 5, 2020",32.419
Russia,RUS,"Apr 6, 2020",36.928
Russia,RUS,"Apr 7, 2020",43.465
Russia,RUS,"Apr 8, 2020",51.372
Russia,RUS,"Apr 9, 2020",59.424
Russia,RUS,"Apr 10, 2020",69.422
Russia,RUS,"Apr 11, 2020",81.66
Russia,RUS,"Apr 12, 2020",93.083
Russia,RUS,"Apr 13, 2020",108.062
Russia,RUS,"Apr 14, 2020",125.591
Russia,RUS,"Apr 15, 2020",144.599
Russia,RUS,"Apr 16, 2020",167.815
Russia,RUS,"Apr 17, 2020",191.442
Russia,RUS,"Apr 18, 2020",219.331
Russia,RUS,"Apr 19, 2020",252.12
Russia,RUS,"Apr 20, 2020",293.646
Russia,RUS,"Apr 21, 2020",322.892
Russia,RUS,"Apr 22, 2020",361.553
Russia,RUS,"Apr 23, 2020",397.432
Russia,RUS,"Apr 24, 2020",430.145
Russia,RUS,"Apr 25, 2020",470.225
Russia,RUS,"Apr 26, 2020",511.106
Russia,RUS,"Apr 27, 2020",554.694
Russia,RUS,"Apr 28, 2020",597.165
Russia,RUS,"Apr 29, 2020",641.096
Russia,RUS,"Apr 30, 2020",681.121
Russia,RUS,"May 1, 2020",729.766
Russia,RUS,"May 2, 2020",784.126
Russia,RUS,"May 3, 2020",850.067
Russia,RUS,"May 4, 2020",922.928
Russia,RUS,"May 5, 2020",995.433
Russia,RUS,"May 6, 2020",1064.656
Russia,RUS,"May 7, 2020",1137.01
Russia,RUS,"May 8, 2020",1213.97
Russia,RUS,"May 9, 2020",1287.283
Russia,RUS,"May 10, 2020",1361.406
Russia,RUS,"May 11, 2020",1436.864
Russia,RUS,"May 12, 2020",1516.736
Russia,RUS,"May 13, 2020",1591.42
Russia,RUS,"May 14, 2020",1660.136
Russia,RUS,"May 15, 2020",1728.481
Russia,RUS,"May 16, 2020",1801.103
Russia,RUS,"May 17, 2020",1864.145
Russia,RUS,"May 18, 2020",1930.675
Russia,RUS,"May 19, 2020",1991.839
Russia,RUS,"May 20, 2020",2055.313
Russia,RUS,"May 21, 2020",2115.367
Russia,RUS,"May 22, 2020",2176.004
Russia,RUS,"May 23, 2020",2236.949
Rwanda,RWA,"Mar 15, 2020",0.077
Rwanda,RWA,"Mar 16, 2020",0.386
Rwanda,RWA,"Mar 17, 2020",0.386
Rwanda,RWA,"Mar 18, 2020",0.54
Rwanda,RWA,"Mar 19, 2020",0.849
Rwanda,RWA,"Mar 20, 2020",0.849
Rwanda,RWA,"Mar 21, 2020",1.313
Rwanda,RWA,"Mar 22, 2020",1.313
Rwanda,RWA,"Mar 23, 2020",1.467
Rwanda,RWA,"Mar 24, 2020",2.779
Rwanda,RWA,"Mar 25, 2020",3.088
Rwanda,RWA,"Mar 26, 2020",3.165
Rwanda,RWA,"Mar 27, 2020",3.86
Rwanda,RWA,"Mar 28, 2020",4.169
Rwanda,RWA,"Mar 29, 2020",4.632
Rwanda,RWA,"Mar 30, 2020",5.404
Rwanda,RWA,"Mar 31, 2020",5.404
Rwanda,RWA,"Apr 1, 2020",5.791
Rwanda,RWA,"Apr 2, 2020",6.331
Rwanda,RWA,"Apr 3, 2020",6.331
Rwanda,RWA,"Apr 4, 2020",6.871
Rwanda,RWA,"Apr 5, 2020",7.875
Rwanda,RWA,"Apr 6, 2020",8.03
Rwanda,RWA,"Apr 7, 2020",8.107
Rwanda,RWA,"Apr 8, 2020",8.107
Rwanda,RWA,"Apr 9, 2020",8.493
Rwanda,RWA,"Apr 10, 2020",8.724
Rwanda,RWA,"Apr 11, 2020",9.11
Rwanda,RWA,"Apr 12, 2020",9.265
Rwanda,RWA,"Apr 13, 2020",9.728
Rwanda,RWA,"Apr 14, 2020",9.805
Rwanda,RWA,"Apr 15, 2020",10.346
Rwanda,RWA,"Apr 16, 2020",10.5
Rwanda,RWA,"Apr 17, 2020",10.655
Rwanda,RWA,"Apr 18, 2020",11.041
Rwanda,RWA,"Apr 19, 2020",11.118
Rwanda,RWA,"Apr 20, 2020",11.349
Rwanda,RWA,"Apr 21, 2020",11.349
Rwanda,RWA,"Apr 22, 2020",11.581
Rwanda,RWA,"Apr 23, 2020",11.813
Rwanda,RWA,"Apr 24, 2020",11.89
Rwanda,RWA,"Apr 25, 2020",13.588
Rwanda,RWA,"Apr 26, 2020",14.129
Rwanda,RWA,"Apr 27, 2020",14.747
Rwanda,RWA,"Apr 28, 2020",15.982
Rwanda,RWA,"Apr 29, 2020",16.368
Rwanda,RWA,"Apr 30, 2020",17.372
Rwanda,RWA,"May 1, 2020",18.761
Rwanda,RWA,"May 2, 2020",19.225
Rwanda,RWA,"May 3, 2020",19.688
Rwanda,RWA,"May 4, 2020",19.997
Rwanda,RWA,"May 5, 2020",20.151
Rwanda,RWA,"May 6, 2020",20.151
Rwanda,RWA,"May 7, 2020",20.691
Rwanda,RWA,"May 8, 2020",20.923
Rwanda,RWA,"May 9, 2020",21.077
Rwanda,RWA,"May 10, 2020",21.618
Rwanda,RWA,"May 11, 2020",21.927
Rwanda,RWA,"May 12, 2020",22.004
Rwanda,RWA,"May 13, 2020",22.081
Rwanda,RWA,"May 14, 2020",22.158
Rwanda,RWA,"May 15, 2020",22.158
Rwanda,RWA,"May 16, 2020",22.158
Rwanda,RWA,"May 17, 2020",22.313
Rwanda,RWA,"May 18, 2020",22.544
Rwanda,RWA,"May 19, 2020",22.93
Rwanda,RWA,"May 20, 2020",23.78
Rwanda,RWA,"May 21, 2020",24.243
Rwanda,RWA,"May 22, 2020",24.706
Rwanda,RWA,"May 23, 2020",24.783
Saint Kitts and Nevis,KNA,"Mar 26, 2020",37.6
Saint Kitts and Nevis,KNA,"Mar 27, 2020",37.6
Saint Kitts and Nevis,KNA,"Mar 28, 2020",37.6
Saint Kitts and Nevis,KNA,"Mar 29, 2020",37.6
Saint Kitts and Nevis,KNA,"Mar 30, 2020",131.599
Saint Kitts and Nevis,KNA,"Mar 31, 2020",131.599
Saint Kitts and Nevis,KNA,"Apr 1, 2020",150.399
Saint Kitts and Nevis,KNA,"Apr 2, 2020",150.399
Saint Kitts and Nevis,KNA,"Apr 3, 2020",150.399
Saint Kitts and Nevis,KNA,"Apr 4, 2020",169.198
Saint Kitts and Nevis,KNA,"Apr 5, 2020",187.998
Saint Kitts and Nevis,KNA,"Apr 6, 2020",187.998
Saint Kitts and Nevis,KNA,"Apr 7, 2020",206.798
Saint Kitts and Nevis,KNA,"Apr 8, 2020",206.798
Saint Kitts and Nevis,KNA,"Apr 9, 2020",206.798
Saint Kitts and Nevis,KNA,"Apr 10, 2020",206.798
Saint Kitts and Nevis,KNA,"Apr 11, 2020",225.598
Saint Kitts and Nevis,KNA,"Apr 12, 2020",225.598
Saint Kitts and Nevis,KNA,"Apr 13, 2020",225.598
Saint Kitts and Nevis,KNA,"Apr 14, 2020",225.598
Saint Kitts and Nevis,KNA,"Apr 15, 2020",263.197
Saint Kitts and Nevis,KNA,"Apr 16, 2020",263.197
Saint Kitts and Nevis,KNA,"Apr 17, 2020",263.197
Saint Kitts and Nevis,KNA,"Apr 18, 2020",263.197
Saint Kitts and Nevis,KNA,"Apr 19, 2020",263.197
Saint Kitts and Nevis,KNA,"Apr 20, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 21, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 22, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 23, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 24, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 25, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 26, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 27, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 28, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 29, 2020",281.997
Saint Kitts and Nevis,KNA,"Apr 30, 2020",281.997
Saint Kitts and Nevis,KNA,"May 1, 2020",281.997
Saint Kitts and Nevis,KNA,"May 2, 2020",281.997
Saint Kitts and Nevis,KNA,"May 3, 2020",281.997
Saint Kitts and Nevis,KNA,"May 4, 2020",281.997
Saint Kitts and Nevis,KNA,"May 5, 2020",281.997
Saint Kitts and Nevis,KNA,"May 6, 2020",281.997
Saint Kitts and Nevis,KNA,"May 7, 2020",281.997
Saint Kitts and Nevis,KNA,"May 8, 2020",281.997
Saint Kitts and Nevis,KNA,"May 9, 2020",281.997
Saint Kitts and Nevis,KNA,"May 10, 2020",281.997
Saint Kitts and Nevis,KNA,"May 11, 2020",281.997
Saint Kitts and Nevis,KNA,"May 12, 2020",281.997
Saint Kitts and Nevis,KNA,"May 13, 2020",281.997
Saint Kitts and Nevis,KNA,"May 14, 2020",281.997
Saint Kitts and Nevis,KNA,"May 15, 2020",281.997
Saint Kitts and Nevis,KNA,"May 16, 2020",281.997
Saint Kitts and Nevis,KNA,"May 17, 2020",281.997
Saint Kitts and Nevis,KNA,"May 18, 2020",281.997
Saint Kitts and Nevis,KNA,"May 19, 2020",281.997
Saint Kitts and Nevis,KNA,"May 20, 2020",281.997
Saint Kitts and Nevis,KNA,"May 21, 2020",281.997
Saint Kitts and Nevis,KNA,"May 22, 2020",281.997
Saint Kitts and Nevis,KNA,"May 23, 2020",281.997
Saint Lucia,LCA,"Mar 15, 2020",10.892
Saint Lucia,LCA,"Mar 16, 2020",10.892
Saint Lucia,LCA,"Mar 17, 2020",10.892
Saint Lucia,LCA,"Mar 18, 2020",10.892
Saint Lucia,LCA,"Mar 19, 2020",10.892
Saint Lucia,LCA,"Mar 20, 2020",10.892
Saint Lucia,LCA,"Mar 21, 2020",10.892
Saint Lucia,LCA,"Mar 22, 2020",10.892
Saint Lucia,LCA,"Mar 23, 2020",10.892
Saint Lucia,LCA,"Mar 24, 2020",10.892
Saint Lucia,LCA,"Mar 25, 2020",10.892
Saint Lucia,LCA,"Mar 26, 2020",16.337
Saint Lucia,LCA,"Mar 27, 2020",16.337
Saint Lucia,LCA,"Mar 28, 2020",16.337
Saint Lucia,LCA,"Mar 29, 2020",21.783
Saint Lucia,LCA,"Mar 30, 2020",49.012
Saint Lucia,LCA,"Mar 31, 2020",49.012
Saint Lucia,LCA,"Apr 1, 2020",70.795
Saint Lucia,LCA,"Apr 2, 2020",70.795
Saint Lucia,LCA,"Apr 3, 2020",70.795
Saint Lucia,LCA,"Apr 4, 2020",70.795
Saint Lucia,LCA,"Apr 5, 2020",76.241
Saint Lucia,LCA,"Apr 6, 2020",76.241
Saint Lucia,LCA,"Apr 7, 2020",76.241
Saint Lucia,LCA,"Apr 8, 2020",76.241
Saint Lucia,LCA,"Apr 9, 2020",76.241
Saint Lucia,LCA,"Apr 10, 2020",76.241
Saint Lucia,LCA,"Apr 11, 2020",81.686
Saint Lucia,LCA,"Apr 12, 2020",81.686
Saint Lucia,LCA,"Apr 13, 2020",81.686
Saint Lucia,LCA,"Apr 14, 2020",81.686
Saint Lucia,LCA,"Apr 15, 2020",81.686
Saint Lucia,LCA,"Apr 16, 2020",81.686
Saint Lucia,LCA,"Apr 17, 2020",81.686
Saint Lucia,LCA,"Apr 18, 2020",81.686
Saint Lucia,LCA,"Apr 19, 2020",81.686
Saint Lucia,LCA,"Apr 20, 2020",81.686
Saint Lucia,LCA,"Apr 21, 2020",81.686
Saint Lucia,LCA,"Apr 22, 2020",81.686
Saint Lucia,LCA,"Apr 23, 2020",81.686
Saint Lucia,LCA,"Apr 24, 2020",81.686
Saint Lucia,LCA,"Apr 25, 2020",81.686
Saint Lucia,LCA,"Apr 26, 2020",81.686
Saint Lucia,LCA,"Apr 27, 2020",81.686
Saint Lucia,LCA,"Apr 28, 2020",81.686
Saint Lucia,LCA,"Apr 29, 2020",81.686
Saint Lucia,LCA,"Apr 30, 2020",92.578
Saint Lucia,LCA,"May 1, 2020",92.578
Saint Lucia,LCA,"May 2, 2020",92.578
Saint Lucia,LCA,"May 3, 2020",92.578
Saint Lucia,LCA,"May 4, 2020",98.024
Saint Lucia,LCA,"May 5, 2020",98.024
Saint Lucia,LCA,"May 6, 2020",98.024
Saint Lucia,LCA,"May 7, 2020",98.024
Saint Lucia,LCA,"May 8, 2020",98.024
Saint Lucia,LCA,"May 9, 2020",98.024
Saint Lucia,LCA,"May 10, 2020",98.024
Saint Lucia,LCA,"May 11, 2020",98.024
Saint Lucia,LCA,"May 12, 2020",98.024
Saint Lucia,LCA,"May 13, 2020",98.024
Saint Lucia,LCA,"May 14, 2020",98.024
Saint Lucia,LCA,"May 15, 2020",98.024
Saint Lucia,LCA,"May 16, 2020",98.024
Saint Lucia,LCA,"May 17, 2020",98.024
Saint Lucia,LCA,"May 18, 2020",98.024
Saint Lucia,LCA,"May 19, 2020",98.024
Saint Lucia,LCA,"May 20, 2020",98.024
Saint Lucia,LCA,"May 21, 2020",98.024
Saint Lucia,LCA,"May 22, 2020",98.024
Saint Lucia,LCA,"May 23, 2020",98.024
Saint Vincent and the Grenadines,VCT,"Mar 13, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 25, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 26, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 27, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 28, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 29, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 30, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Mar 31, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Apr 1, 2020",9.013
Saint Vincent and the Grenadines,VCT,"Apr 2, 2020",18.027
Saint Vincent and the Grenadines,VCT,"Apr 3, 2020",18.027
Saint Vincent and the Grenadines,VCT,"Apr 4, 2020",63.093
Saint Vincent and the Grenadines,VCT,"Apr 5, 2020",63.093
Saint Vincent and the Grenadines,VCT,"Apr 6, 2020",63.093
Saint Vincent and the Grenadines,VCT,"Apr 7, 2020",63.093
Saint Vincent and the Grenadines,VCT,"Apr 8, 2020",72.107
Saint Vincent and the Grenadines,VCT,"Apr 9, 2020",72.107
Saint Vincent and the Grenadines,VCT,"Apr 10, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 11, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 12, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 13, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 14, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 15, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 16, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 17, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 18, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 19, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 20, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 21, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 22, 2020",108.16
Saint Vincent and the Grenadines,VCT,"Apr 23, 2020",117.173
Saint Vincent and the Grenadines,VCT,"Apr 24, 2020",117.173
Saint Vincent and the Grenadines,VCT,"Apr 25, 2020",126.186
Saint Vincent and the Grenadines,VCT,"Apr 26, 2020",126.186
Saint Vincent and the Grenadines,VCT,"Apr 27, 2020",126.186
Saint Vincent and the Grenadines,VCT,"Apr 28, 2020",135.2
Saint Vincent and the Grenadines,VCT,"Apr 29, 2020",144.213
Saint Vincent and the Grenadines,VCT,"Apr 30, 2020",144.213
Saint Vincent and the Grenadines,VCT,"May 1, 2020",144.213
Saint Vincent and the Grenadines,VCT,"May 2, 2020",144.213
Saint Vincent and the Grenadines,VCT,"May 3, 2020",144.213
Saint Vincent and the Grenadines,VCT,"May 4, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 5, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 6, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 7, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 8, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 9, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 10, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 11, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 12, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 13, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 14, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 15, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 16, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 17, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 18, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 19, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 20, 2020",153.226
Saint Vincent and the Grenadines,VCT,"May 21, 2020",162.24
Saint Vincent and the Grenadines,VCT,"May 22, 2020",162.24
Saint Vincent and the Grenadines,VCT,"May 23, 2020",162.24
San Marino,SMR,"Dec 31, 2019",0
San Marino,SMR,"Jan 1, 2020",0
San Marino,SMR,"Jan 2, 2020",0
San Marino,SMR,"Jan 3, 2020",0
San Marino,SMR,"Jan 4, 2020",0
San Marino,SMR,"Jan 5, 2020",0
San Marino,SMR,"Jan 6, 2020",0
San Marino,SMR,"Jan 7, 2020",0
San Marino,SMR,"Jan 8, 2020",0
San Marino,SMR,"Jan 9, 2020",0
San Marino,SMR,"Jan 10, 2020",0
San Marino,SMR,"Jan 11, 2020",0
San Marino,SMR,"Jan 12, 2020",0
San Marino,SMR,"Jan 13, 2020",0
San Marino,SMR,"Jan 14, 2020",0
San Marino,SMR,"Jan 15, 2020",0
San Marino,SMR,"Jan 16, 2020",0
San Marino,SMR,"Jan 17, 2020",0
San Marino,SMR,"Jan 18, 2020",0
San Marino,SMR,"Jan 19, 2020",0
San Marino,SMR,"Jan 20, 2020",0
San Marino,SMR,"Jan 21, 2020",0
San Marino,SMR,"Jan 22, 2020",0
San Marino,SMR,"Jan 23, 2020",0
San Marino,SMR,"Jan 24, 2020",0
San Marino,SMR,"Jan 25, 2020",0
San Marino,SMR,"Jan 26, 2020",0
San Marino,SMR,"Jan 27, 2020",0
San Marino,SMR,"Jan 28, 2020",0
San Marino,SMR,"Jan 29, 2020",0
San Marino,SMR,"Jan 30, 2020",0
San Marino,SMR,"Jan 31, 2020",0
San Marino,SMR,"Feb 1, 2020",0
San Marino,SMR,"Feb 2, 2020",0
San Marino,SMR,"Feb 3, 2020",0
San Marino,SMR,"Feb 4, 2020",0
San Marino,SMR,"Feb 5, 2020",0
San Marino,SMR,"Feb 6, 2020",0
San Marino,SMR,"Feb 7, 2020",0
San Marino,SMR,"Feb 8, 2020",0
San Marino,SMR,"Feb 9, 2020",0
San Marino,SMR,"Feb 10, 2020",0
San Marino,SMR,"Feb 11, 2020",0
San Marino,SMR,"Feb 12, 2020",0
San Marino,SMR,"Feb 13, 2020",0
San Marino,SMR,"Feb 14, 2020",0
San Marino,SMR,"Feb 15, 2020",0
San Marino,SMR,"Feb 16, 2020",0
San Marino,SMR,"Feb 17, 2020",0
San Marino,SMR,"Feb 18, 2020",0
San Marino,SMR,"Feb 19, 2020",0
San Marino,SMR,"Feb 20, 2020",0
San Marino,SMR,"Feb 21, 2020",0
San Marino,SMR,"Feb 22, 2020",0
San Marino,SMR,"Feb 23, 2020",0
San Marino,SMR,"Feb 24, 2020",0
San Marino,SMR,"Feb 25, 2020",0
San Marino,SMR,"Feb 26, 2020",0
San Marino,SMR,"Feb 27, 2020",0
San Marino,SMR,"Feb 28, 2020",29.465
San Marino,SMR,"Feb 29, 2020",29.465
San Marino,SMR,"Mar 1, 2020",29.465
San Marino,SMR,"Mar 2, 2020",235.724
San Marino,SMR,"Mar 4, 2020",294.655
San Marino,SMR,"Mar 5, 2020",441.982
San Marino,SMR,"Mar 6, 2020",648.241
San Marino,SMR,"Mar 7, 2020",677.706
San Marino,SMR,"Mar 8, 2020",766.103
San Marino,SMR,"Mar 9, 2020",1090.223
San Marino,SMR,"Mar 10, 2020",1443.809
San Marino,SMR,"Mar 11, 2020",1826.861
San Marino,SMR,"Mar 12, 2020",1944.723
San Marino,SMR,"Mar 13, 2020",1974.188
San Marino,SMR,"Mar 14, 2020",2150.981
San Marino,SMR,"Mar 15, 2020",2710.826
San Marino,SMR,"Mar 16, 2020",2887.619
San Marino,SMR,"Mar 17, 2020",3005.481
San Marino,SMR,"Mar 18, 2020",3064.412
San Marino,SMR,"Mar 19, 2020",3211.739
San Marino,SMR,"Mar 20, 2020",3712.652
San Marino,SMR,"Mar 21, 2020",4449.29
San Marino,SMR,"Mar 22, 2020",4449.29
San Marino,SMR,"Mar 23, 2020",4449.29
San Marino,SMR,"Mar 24, 2020",5510.048
San Marino,SMR,"Mar 25, 2020",5510.048
San Marino,SMR,"Mar 26, 2020",6128.823
San Marino,SMR,"Mar 27, 2020",6423.478
San Marino,SMR,"Mar 28, 2020",6570.806
San Marino,SMR,"Mar 29, 2020",6600.271
San Marino,SMR,"Mar 30, 2020",6747.599
San Marino,SMR,"Mar 31, 2020",6747.599
San Marino,SMR,"Apr 1, 2020",6777.064
San Marino,SMR,"Apr 2, 2020",6953.857
San Marino,SMR,"Apr 3, 2020",7219.046
San Marino,SMR,"Apr 4, 2020",7395.839
San Marino,SMR,"Apr 5, 2020",7631.563
San Marino,SMR,"Apr 6, 2020",7837.822
San Marino,SMR,"Apr 7, 2020",8161.942
San Marino,SMR,"Apr 8, 2020",8220.873
San Marino,SMR,"Apr 9, 2020",9075.373
San Marino,SMR,"Apr 10, 2020",9812.01
San Marino,SMR,"Apr 11, 2020",10136.131
San Marino,SMR,"Apr 12, 2020",10489.717
San Marino,SMR,"Apr 13, 2020",10489.717
San Marino,SMR,"Apr 14, 2020",10489.717
San Marino,SMR,"Apr 15, 2020",10961.164
San Marino,SMR,"Apr 16, 2020",11550.474
San Marino,SMR,"Apr 17, 2020",12552.301
San Marino,SMR,"Apr 18, 2020",12817.491
San Marino,SMR,"Apr 19, 2020",13406.801
San Marino,SMR,"Apr 20, 2020",13583.594
San Marino,SMR,"Apr 21, 2020",13613.059
San Marino,SMR,"Apr 22, 2020",14025.576
San Marino,SMR,"Apr 23, 2020",14379.162
San Marino,SMR,"Apr 24, 2020",14762.213
San Marino,SMR,"Apr 25, 2020",15115.799
San Marino,SMR,"Apr 26, 2020",15115.799
San Marino,SMR,"Apr 27, 2020",15852.437
San Marino,SMR,"Apr 28, 2020",15852.437
San Marino,SMR,"Apr 29, 2020",16294.419
San Marino,SMR,"Apr 30, 2020",16589.074
San Marino,SMR,"May 1, 2020",16765.867
San Marino,SMR,"May 2, 2020",17089.988
San Marino,SMR,"May 3, 2020",17089.988
San Marino,SMR,"May 4, 2020",17148.919
San Marino,SMR,"May 5, 2020",17148.919
San Marino,SMR,"May 6, 2020",17355.177
San Marino,SMR,"May 7, 2020",17915.022
San Marino,SMR,"May 8, 2020",18327.538
San Marino,SMR,"May 9, 2020",18357.004
San Marino,SMR,"May 10, 2020",18769.521
San Marino,SMR,"May 11, 2020",18504.331
San Marino,SMR,"May 12, 2020",18504.331
San Marino,SMR,"May 13, 2020",18798.986
San Marino,SMR,"May 14, 2020",18946.314
San Marino,SMR,"May 15, 2020",19093.641
San Marino,SMR,"May 16, 2020",19211.503
San Marino,SMR,"May 17, 2020",19240.969
San Marino,SMR,"May 18, 2020",19270.434
San Marino,SMR,"May 19, 2020",19270.434
San Marino,SMR,"May 20, 2020",19299.9
San Marino,SMR,"May 21, 2020",19329.365
San Marino,SMR,"May 22, 2020",19388.296
San Marino,SMR,"May 23, 2020",19476.693
Sao Tome and Principe,STP,"Apr 9, 2020",18.251
Sao Tome and Principe,STP,"Apr 10, 2020",18.251
Sao Tome and Principe,STP,"Apr 11, 2020",18.251
Sao Tome and Principe,STP,"Apr 12, 2020",18.251
Sao Tome and Principe,STP,"Apr 13, 2020",18.251
